gamma,baseline_auc,baseline_brier,baseline_accuracy,nars_gated_auc,nars_gated_brier,nars_gated_accuracy,auc_delta_gated_minus_baseline,brier_delta_gated_minus_baseline,accuracy_delta_gated_minus_baseline
0.25,0.73109243697479,0.21131697297096252,0.6811594202898551,0.7336134453781513,0.2109076764859248,0.6811594202898551,0.0025210084033613356,-0.00040929648503773564,0.0
0.5,0.73109243697479,0.21131697297096252,0.6811594202898551,0.7336134453781513,0.21090945243787684,0.6811594202898551,0.0025210084033613356,-0.00040752053308568126,0.0
1.0,0.73109243697479,0.21131697297096252,0.6811594202898551,0.7336134453781513,0.21091604414622037,0.6811594202898551,0.0025210084033613356,-0.0004009288247421583,0.0
2.0,0.73109243697479,0.21131697297096252,0.6811594202898551,0.73109243697479,0.21094128690864986,0.6811594202898551,0.0,-0.000375686062312669,0.0
4.0,0.73109243697479,0.21131697297096252,0.6811594202898551,0.7302521008403362,0.21103910859177608,0.6811594202898551,-0.0008403361344537785,-0.0002778643791864488,0.0
