dataset,held_out_cases,cases_with_any_trigger,case_coverage,total_rule_trigger_count,mapped_feature_trigger_count,mapping_coverage,finite_trace_event_count,finite_trace_rate,confidence_changed_event_count,confidence_changed_event_rate,attention_changed_event_count,attention_changed_event_rate,mean_abs_probability_delta_triggered,median_abs_probability_delta_triggered,max_abs_probability_delta_triggered,threshold_flip_count_triggered,max_revision_residual,max_gate_residual,audit_tolerance,revision_fidelity_pass,gate_fidelity_pass
tcga,69,42,0.6086956521739131,79,79,1.0,79,1.0,79,1.0,79,1.0,0.00205330602546153,0.0018467293350883374,0.005995342564267703,0,0.0,0.0,1e-09,True,True
